bet_type,bet_amount,prompt_combo,is_bankrupt,total_rounds,total_bet,final_balance,i_ev,i_lc,i_eb,composite,avg_bet,complexity
fixed,10,GM,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,RW,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,PR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,G,False,8,80,200,0.07657757619057928,0.2857142857142857,0.0,0.11634531619051741,,1
fixed,10,GMRW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,4
fixed,10,GRW,False,4,40,90,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,3
fixed,10,MW,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,MR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,W,False,4,40,90,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,1
fixed,10,GMR,False,5,50,80,0.10262626262626262,0.75,0.0,0.26605050505050504,,3
fixed,10,GRW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,3
fixed,10,GR,False,4,40,150,0.09473581973581974,0.3333333333333333,0.0,0.13789432789432787,,2
fixed,10,GPRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,MRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,MR,False,2,20,110,0.09166666666666667,0.0,0.0,0.036666666666666674,,2
fixed,10,GMP,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GM,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MPR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,MR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,PR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,RW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,RW,False,4,40,90,0.10902777777777778,0.6666666666666666,0.0,0.2436111111111111,,2
fixed,10,RW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,MPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GW,False,4,40,90,0.10902777777777778,0.6666666666666666,0.0,0.2436111111111111,,2
fixed,10,GW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,MW,False,6,60,130,0.0782967032967033,0.4,0.0,0.15131868131868131,,2
fixed,10,PRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MPRW,False,3,30,130,0.10067340067340068,0.5,0.0,0.19026936026936025,,4
fixed,10,GMP,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,MPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,PW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,G,False,8,80,140,0.07920001771104712,0.42857142857142855,0.0,0.1602514356558474,,1
fixed,10,GW,False,2,20,140,0.09166666666666667,0.0,0.0,0.036666666666666674,,2
fixed,10,PW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,PR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,MW,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,MPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GMRW,False,5,50,110,0.08300366300366299,0.5,0.0,0.18320146520146519,,4
fixed,10,G,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GMPR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GR,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,MPR,False,2,20,110,0.09166666666666667,0.0,0.0,0.036666666666666674,,3
fixed,10,MW,False,2,20,110,0.09166666666666667,0.0,0.0,0.036666666666666674,,2
fixed,10,GPW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GR,False,4,40,90,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,2
fixed,10,GM,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,GMRW,False,6,60,130,0.09604377104377104,0.6,0.0,0.2184175084175084,,4
fixed,10,M,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,RW,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMPW,False,5,50,80,0.10262626262626262,0.75,0.0,0.26605050505050504,,4
fixed,10,GMR,False,5,50,80,0.10262626262626262,0.75,0.0,0.26605050505050504,,3
fixed,10,GRW,False,4,40,60,0.1197420634920635,1.0,0.0,0.34789682539682537,,3
fixed,10,GP,False,2,20,110,0.09166666666666667,0.0,0.0,0.036666666666666674,,2
fixed,10,M,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,M,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,PRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMPRW,False,3,30,130,0.08492063492063491,0.0,0.0,0.03396825396825397,,5
fixed,10,BASE,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,0
fixed,10,MPW,False,3,30,130,0.10067340067340068,0.5,0.0,0.19026936026936025,,3
fixed,10,GMR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,GP,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,GM,False,4,40,90,0.10902777777777778,0.6666666666666666,0.0,0.2436111111111111,,2
fixed,10,RW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GPR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,MPRW,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,GPR,False,4,40,120,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,3
fixed,10,MPW,False,2,20,140,0.09166666666666667,0.0,0.0,0.036666666666666674,,3
fixed,10,MP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMR,False,7,70,120,0.0804814233385662,0.5,0.0,0.1821925693354265,,3
fixed,10,GM,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,MP,False,3,30,100,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,RW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,MRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,MP,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,GMPW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,MP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,MPRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,GW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,GMRW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,4
fixed,10,M,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,PW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,GMW,False,4,40,90,0.09356060606060607,0.6666666666666666,0.0,0.23742424242424243,,3
fixed,10,MPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,W,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GMPRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,5
fixed,10,GPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GRW,False,9,90,100,0.08885003885003885,0.625,0.0,0.22304001554001554,,3
fixed,10,R,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,M,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GRW,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,GMPRW,False,0,0,100,0.0,0.0,0.0,0.0,,5
fixed,10,GR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,R,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GMP,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,W,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GRW,False,4,40,90,0.09356060606060607,0.6666666666666666,0.0,0.23742424242424243,,3
fixed,10,MRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GPRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,GMR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,GMPRW,False,4,40,90,0.09356060606060607,0.6666666666666666,0.0,0.23742424242424243,,5
fixed,10,GMPR,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,4
fixed,10,GMPW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GW,False,3,30,130,0.09141414141414143,0.5,0.0,0.18656565656565657,,2
fixed,10,G,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,MR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,RW,False,3,30,100,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,W,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,R,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GR,False,4,40,90,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,2
fixed,10,GPRW,False,4,40,90,0.10902777777777778,0.6666666666666666,0.0,0.2436111111111111,,4
fixed,10,GMR,False,3,30,100,0.09141414141414143,0.5,0.0,0.18656565656565657,,3
fixed,10,G,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,GMP,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GMW,False,9,90,70,0.10516273849607183,0.75,0.0,0.2670650953984287,,3
fixed,10,GMP,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GPRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,PRW,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,G,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,PRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GMPR,False,2,20,140,0.09166666666666667,0.0,0.0,0.036666666666666674,,4
fixed,10,GMW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,3
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,MPW,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,W,False,2,20,110,0.09166666666666667,0.0,0.0,0.036666666666666674,,1
fixed,10,GRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GR,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,M,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GMRW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,4
fixed,10,GMW,False,10,100,150,0.06821311858076565,0.4444444444444444,0.0,0.1606185807656396,,3
fixed,10,MPW,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,GMPR,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GMPRW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,5
fixed,10,MR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GMP,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GMPW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,MRW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,MRW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,W,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,MRW,False,3,30,100,0.11203703703703705,1.0,0.0,0.3448148148148148,,3
fixed,10,GM,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,R,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,M,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GMPW,False,4,40,120,0.10902777777777778,0.6666666666666666,0.0,0.2436111111111111,,4
fixed,10,GR,False,6,60,100,0.08756798756798757,0.6,0.0,0.21502719502719503,,2
fixed,10,GP,False,3,30,160,0.08492063492063491,0.0,0.0,0.03396825396825397,,2
fixed,10,GMP,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,3
fixed,10,R,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GMPW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,4
fixed,10,GPRW,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,4
fixed,10,GR,False,4,40,60,0.1197420634920635,1.0,0.0,0.34789682539682537,,2
fixed,10,GW,False,3,30,100,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,GMW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,BASE,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,0
fixed,10,GP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMR,False,13,130,120,0.0885187462110539,0.5833333333333334,0.0,0.21040749848442158,,3
fixed,10,GW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,M,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,GM,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,G,False,7,70,150,0.0809904964316729,0.3333333333333333,0.0,0.13239619857266915,,1
fixed,10,GMPW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,4
fixed,10,GMR,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,G,False,9,90,160,0.06935398240867797,0.375,0.0,0.1402415929634712,,1
fixed,10,GW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,GR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,MPRW,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GPR,False,4,40,120,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,3
fixed,10,MRW,False,3,30,130,0.08492063492063491,0.0,0.0,0.03396825396825397,,3
fixed,10,GMRW,False,5,50,80,0.10944444444444446,0.75,0.0,0.2687777777777778,,4
fixed,10,GM,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GMPRW,False,0,0,100,0.0,0.0,0.0,0.0,,5
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GMR,False,5,50,80,0.11801587301587302,0.75,0.0,0.2722063492063492,,3
fixed,10,PRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GM,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,GPW,False,3,30,130,0.09141414141414143,0.5,0.0,0.18656565656565657,,3
fixed,10,W,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,GMRW,False,5,50,110,0.10262626262626262,0.75,0.0,0.26605050505050504,,4
fixed,10,W,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,MP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,RW,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,R,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMPR,False,4,40,90,0.10902777777777778,0.6666666666666666,0.0,0.2436111111111111,,4
fixed,10,GR,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,PR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,MR,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,G,False,4,40,120,0.09356060606060607,0.6666666666666666,0.0,0.23742424242424243,,1
fixed,10,G,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,1
fixed,10,GPW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GM,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,PW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,MP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GRW,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,W,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GMPRW,False,0,0,100,0.0,0.0,0.0,0.0,,5
fixed,10,PRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMP,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,MP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,PRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GR,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,GR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GRW,False,6,60,100,0.0921976171976172,0.6,0.0,0.21687904687904688,,3
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,R,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GMRW,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,GMPR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,PW,False,3,30,100,0.10067340067340068,0.5,0.0,0.19026936026936025,,2
fixed,10,GM,False,5,50,80,0.09707070707070707,0.75,0.0,0.2638282828282828,,2
fixed,10,RW,False,4,40,60,0.1197420634920635,1.0,0.0,0.34789682539682537,,2
fixed,10,PW,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GMPW,False,2,20,140,0.09166666666666667,0.0,0.0,0.036666666666666674,,4
fixed,10,MR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,MR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,PR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GM,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,GMPRW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,5
fixed,10,R,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,W,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,GMW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,RW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GP,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,MRW,False,5,50,140,0.0868997668997669,0.5,0.0,0.18475990675990675,,3
fixed,10,GW,False,4,40,90,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,2
fixed,10,PW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,GMRW,False,10,100,60,0.1032153957153957,0.7777777777777778,0.0,0.2746194916194916,,4
fixed,10,PR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,MR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,GMP,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GPR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GMPR,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GPR,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,GMW,False,14,140,110,0.09177390070247211,0.6153846153846154,0.0,0.22132494489637347,,3
fixed,10,R,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GP,False,3,30,100,0.10067340067340068,0.5,0.0,0.19026936026936025,,2
fixed,10,MW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GW,False,5,50,50,0.12912698412698415,1.0,0.0,0.35165079365079366,,2
fixed,10,MW,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GMPW,False,2,20,110,0.10555555555555556,1.0,0.0,0.3422222222222222,,4
fixed,10,GMR,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,3
fixed,10,GMPRW,False,0,0,100,0.0,0.0,0.0,0.0,,5
fixed,10,GMP,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GMW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GMPR,False,0,0,100,0.0,0.0,0.0,0.0,,4
fixed,10,GMRW,False,4,40,60,0.1197420634920635,1.0,0.0,0.34789682539682537,,4
fixed,10,GRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GPR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,3
fixed,10,M,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,GP,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,GM,False,5,50,80,0.10262626262626262,0.75,0.0,0.26605050505050504,,2
fixed,10,G,False,9,90,100,0.08885003885003885,0.625,0.0,0.22304001554001554,,1
fixed,10,GRW,False,5,50,110,0.08300366300366299,0.5,0.0,0.18320146520146519,,3
fixed,10,GM,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,2
fixed,10,MW,False,4,40,90,0.10902777777777778,0.6666666666666666,0.0,0.2436111111111111,,2
fixed,10,GMW,False,18,180,160,0.07273532901757876,0.5294117647058824,0.0,0.1879176610187962,,3
fixed,10,P,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GRW,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,3
fixed,10,GMPRW,False,0,0,100,0.0,0.0,0.0,0.0,,5
fixed,10,MR,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,PR,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,M,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,GPR,False,3,30,100,0.10067340067340068,0.5,0.0,0.19026936026936025,,3
fixed,10,GMPR,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,4
fixed,10,MPW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,M,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,MW,False,0,0,100,0.0,0.0,0.0,0.0,,2
fixed,10,GW,False,17,170,140,0.08815974010610689,0.5625,0.0,0.20401389604244274,,2
fixed,10,GMR,False,5,50,110,0.08300366300366299,0.5,0.0,0.18320146520146519,,3
fixed,10,GMPW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,4
fixed,10,GP,False,2,20,110,0.09166666666666667,0.0,0.0,0.036666666666666674,,2
fixed,10,PRW,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GMR,False,4,40,90,0.10050505050505051,0.6666666666666666,0.0,0.2402020202020202,,3
fixed,10,P,False,1,10,120,0.1,0.0,0.0,0.04000000000000001,,1
fixed,10,RW,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,2
fixed,10,GM,False,3,30,70,0.11203703703703705,1.0,0.0,0.3448148148148148,,2
fixed,10,GMP,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GMRW,False,7,70,120,0.09052931195788338,0.5,0.0,0.18621172478315334,,4
fixed,10,GPW,False,2,20,140,0.09166666666666667,0.0,0.0,0.036666666666666674,,3
fixed,10,P,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,BASE,False,1,10,90,0.1,0.0,0.0,0.04000000000000001,,0
fixed,10,G,False,2,20,80,0.10555555555555556,1.0,0.0,0.3422222222222222,,1
fixed,10,BASE,False,0,0,100,0.0,0.0,0.0,0.0,,0
fixed,10,R,False,0,0,100,0.0,0.0,0.0,0.0,,1
fixed,10,MPR,False,0,0,100,0.0,0.0,0.0,0.0,,3
fixed,10,GMR,False,2,20,110,0.09166666666666667,0.0,0.0,0.036666666666666674,,3
